!,š,100v.5.8
9,i,57v.4th_ring.21
9,i,57v.4th_ring.26
9,i,58v.2.5
9,i,58v.4.4
9,i,58v.7.1
9,i,65v.3.4
9,i,66r.glyph_column.1
9,i,66r.glyph_column.5
9,i,66r.glyph_column.14
9,i,66r.glyph_column.17
9,i,66r.13.8
9,i,66v.10.3
9,i,67r1.outer_ring.22
9,i,67r1.2nd_ring.21
9,i,67r2.2nd_ring_3.4
9,i,69r.center.6
9,i,69v.outer_ring.18
9,i,69v.outer_ring.24
9,i,72r2.outer_ring.35
9,i,72v3.outer_ring.22
9,i,73v.outer_ring.17
9,i,77v.28.7
9,i,78r.17.1
9,i,78r.33.1
9,i,78r.33.8
9,i,78r.39.1
9,i,78v.7.2
9,i,78v.9.1
9,i,79r.20.1
9,i,79r.20.3
9,i,79r.24.8
9,i,79r.28.1
9,i,79r.30.3
9,i,79v.42.6
9,i,80r.1.9
9,i,80r.24.11
9,i,80r.32.1
9,i,80r.42.9
9,i,80v.21.4
9,i,80v.35.4
9,i,81r.17.1
9,i,82v.20.8
9,i,83v.23.1
9,i,84r.2.7
9,i,84r.9.8
9,i,84r.21.7
9,i,84v.13.3
9,i,84v.25.1
9,i,85r1.16.4
9,i,86v4.3.11
9,i,86v6.7.2
9,i,86v5.17.3
9,i,86v3.east_3.3
9,i,86v3.west_5.8
9,i,rose.north_ring.36
9,i,rose.center_ring_2.2
9,i,88v.4.3
9,i,89r2.9.10
9,i,89r2.10.1
9,i,89r2.12.12
9,i,90r2.5.1
9,i,90v2.6.10
9,i,94v.9.6
9,i,95r2.6.1
9,i,95r2.8.2
9,i,95v2.2.10
9,i,95v2.6.6
9,i,95v1.3.3
9,i,96v.2.7
9,i,100r.9.1
9,i,101v2-v1.1.13
9,i,102r2.10.1
9,i,102v1.6.1
9,i,103r.33.7
9,i,103v.24.11
9,i,104r.42.1
9,i,104v.8.9
9,i,104v.31.1
9,i,104v.44.2
9,i,105r.30.7
9,i,105v.9.3
9,i,106r.19.10
9,i,106v.2.4
9,i,107r.11.6
9,i,107r.12.1
9,i,107r.45.7
9,i,107v.28.1
9,i,107v.33.9
9,i,107v.47.8
9,i,108r.6.13
9,i,108r.46.3
9,i,111r.46.1
9,i,111v.35.12
9,i,112r.42.4
9,i,112r.43.7
9,i,112v.40.1
9,i,113r.38.6
9,i,113r.47.1
9,i,113v.48.1
9,i,114r.15.6
9,i,114r.15.11
9,i,114r.18.3
9,i,114r.35.10
9,i,114v.40.3
9,i,115r.15.1
9,i,115r.25.1
9,i,115r.45.1
9,i,115v.16.6
9,i,116r.20.6
9,i,116r.48.9
9 1C9,i šθi,84v.22.1
9 1C9,i šθi,106v.29.1
9 1C9,i šθi,115r.33.1
9 1Co,i šθo,105v.7.1
9 1Co79,i šθofi,104r.6.1
9 1Coy,i šθos,108r.25.1
9 1aZ,i šuŋs,6v.17.1
9 1c79,i škfi,77v.23.1
9 1c89,i škbi,81r.12.1
9 1c89,i škbi,106r.7.3
9 1c9,i ški,37r.10.7
9 1c9,i ški,115v.28.1
9 1can,i škurg,107r.25.1
9 1cas,i škul,89r2.12.11
9 1cay,i škus,6v.10.2
9 1cay,i škus,111v.22.2
9 1cc9,i škki,103v.4.1
9 1co,i ško,102r2.14.4
9 1co 19,i ško ši,105r.32.1
9 1co s am,i ško l uŋg,107v.49.1
9 1coH9,i škogʰi,87v.3.1
9 1coe,i škom,86v4.2.1
9 1he ham,i šcm cuŋg,107r.37.1
9 1o,i šo,114r.39.6
9 1o kAe,i šo ħk'm,13v.9.5
9 1oH9,i šogʰi,93r.20.1
9 1oK9,i šoji,93r.24.1
9 1oe,i šom,106r.14.1
9 1oe819,i šombši,22r.5.9
9 1oy,i šos,17v.15.1
9 2C89,i šθbi,81r.29.1
9 2Co 89,i šθo bi,104r.32.1
9 2c,i šk,111r.53.1
9 2c79,i škfi,79r.40.1
9 2c8 am,i škb uŋg,106v.3.1
9 2c89,i škbi,79r.30.1
9 2c89,i škbi,82v.19.1
9 2c9,i ški,75v.19.1
9 2c9,i ški,80r.13.1
9 2cae,i škum,111v.33.1
9 2cc8ae,i škkbum,106r.45.1
9 2co 8,i ško b,105v.2.1
9 2coy,i škos,106r.5.1
9 2o an,i šo urg,113r.12.1
9 2om,i šoŋg,104r.35.1
9 4oy,i ños,84r.16.5
9 8 9,i b i,86v6.33.3
9 8am,i buŋg,16v.8.3
9 8am,i buŋg,104v.2.5
9 9k9,i iħi,44r.7.5
9 H9,i gʰi,99r.3.4
9 Kay,i jus,24r.3.1
9 Wam,i cuŋg,105v.1.4
9 aiy,i urs,72r3.3rd_ring.8
9 am,i uŋg,86v6.39.1
9 ay,i us,81v.9.1
9 e 1cc9,i m škki,111v.11.1
9 e am9,i m uŋgi,76r.22.12
9 eham,i mcuŋg,105r.22.10
9 eham,i mcuŋg,107v.9.6
9 eoy,i mos,80r.37.7
9 hC9,i cθi,68v1.outer_ring.16
9 hCay,i cθus,102v2.9.7
9 hae,i cum,1r.1.2
9 hae,i cum,76r.10.10
9 hae,i cum,86v5.9.7
9 hay,i cus,39v.10.3
9 hc79,i ckfi,48v.4.10
9 hc89,i ckbi,76v.5.6
9 hcco89,i ckkobi,90r2.2.6
9 hcoe,i ckom,35v.19.2
9 hoe,i com,99r.4.3
9 k9,i ħi,44r.2.3
9 kam,i ħuŋg,107r.50.7
9 kcc89,i ħkkbi,78r.4.1
9 kcco8ae,i ħkkobum,87r.7.1
9 oe,i om,13v.10.1
9 oe 2cc9,i om škki,78r.31.4
9 oes,i oml,107r.31.14
9 oham,i ocuŋg,23v.11.1
9 om,i oŋg,85r1.2.1
9 saih19,i lurcši,70r1.radials.15
9 y 2c9,i s ški,116r.34.6
9!o,išo,101r1-r2.10.1
9#9,iši,9r.4.1
9#coy,iškos,3r.8.1
9%C89,išθbi,76r.36.1
9%H9,išgʰi,6v.4.1
9%ay,išus,106r.31.1
9%cay,iškus,103v.18.1
9%oy,išos,104v.21.1
9&a&9,ibubi,6v.4.4
9+c9,iški,1r.7.1
9+o,išo,29v.4.1
9189,išbi,106v.10.6
918an,išburg,30r.12.8
919,iši,16r.1.6
919,iši,22v.2.7
919,iši,50v.5.1
919 89,iši bi,14v.3.1
919 h1oy,iši cšos,18r.6.1
919h19,išicši,16r.2.1
91C(,išθi,107v.13.1
91C19,išθši,104v.17.1
91C79,išθfi,114r.43.1
91C89,išθbi,104v.11.1
91C89,išθbi,107r.3.4
91C89,išθbi,115r.5.1
91C8am,išθbuŋg,115v.30.1
91C9,išθi,1r.22.1
91C9,išθi,17v.2.1
91C9,išθi,40r.7.4
91C9,išθi,53v.12.1
91C9,išθi,87v.5.1
91C9,išθi,102v2.5.1
91C9,išθi,105v.15.1
91C9,išθi,105v.19.1
91C9,išθi,106v.12.1
91C9,išθi,111r.41.1
91C9,išθi,111v.38.1
91C9,išθi,112v.45.1
91C9,išθi,114v.30.1
91C9k9kam,išθiħiħuŋg,86v5.19.1
91CH9,išθgʰi,113r.5.1
91Ck9,išθħi,68v2.4.4
91Co,išθo,106r.30.1
91Co,išθo,115r.14.1
91Co e 1Co,išθo m šθo,113v.27.1
91H9,išgʰi,84v.labels_middle_right.3
91Ko8,išjob,52r.4.8
91ae,išum,107r.15.1
91aiy,išurs,18r.12.1
91an,išurg,2r.11.1
91an,išurg,15r.10.1
91an,išurg,103r.20.1
91ap,išun,93r.2.1
91ay,išus,6r.11.1
91c(,iški,89v2.3.1
91c79,iškfi,55v.4.6
91c79,iškfi,85r1.27.1
91c79,iškfi,86v3.north_2.2
91c7ae,iškfum,112v.26.1
91c7am,iškfuŋg,104v.2.1
91c7e,iškfm,111r.35.1
91c8,iškb,78r.20.1
91c8,iškb,108r.47.1
91c89,iškbi,57r.8.3
91c89,iškbi,79v.8.1
91c89,iškbi,80v.18.1
91c89,iškbi,85r1.22.5
91c89,iškbi,86v5.34.6
91c89,iškbi,103r.4.1
91c8ae,iškbum,115v.33.1
91c8am,iškbuŋg,108r.4.1
91c8an,iškburg,108r.27.1
91c8ay,iškbus,114r.30.1
91c8ay,iškbus,114r.36.1
91c8ay,iškbus,114v.22.1
91c9,iški,7r.4.5
91c9,iški,40r.10.4
91c9,iški,44v.12.1
91c9,iški,69r.4.2
91c9,iški,69v.2nd_ring.32
91c9,iški,75r.center_text.4
91c9,iški,75v.20.1
91c9,iški,86v5.35.1
91c9,iški,86v3.west_2.1
91c9,iški,88r.10.1
91c9,iški,93r.14.1
91c9,iški,108r.44.1
91c9,iški,115r.39.1
91cHc9,iškgʰki,79v.6.1
91caeo8,iškumob,16r.4.2
91can,iškurg,108v.42.1
91cay,iškus,3v.5.1
91cc79,iškkfi,75v.22.5
91cc89,iškkbi,77v.2.6
91cc9,iškki,77v.27.1
91cc9,iškki,95r1.4.1
91cc9,iškki,96v.8.1
91cc9,iškki,107v.47.1
91cc9,iškki,107v.49.5
91cc9,iškki,108v.47.1
91cc9,iškki,113v.2.4
91ccas,iškkul,79v.24.1
91cchC9,iškkcθi,40v.12.1
91cco,iškko,89r1.13.1
91cco,iškko,94v.6.1
91cco,iškko,101r1-r2.4.1
91cco,iškko,106r.26.1
91cco89,iškkobi,86v3.east_6.1
91cco8am,iškkobuŋg,114r.26.1
91cco8an,iškkoburg,111r.9.1
91cco9,iškkoi,104r.9.1
91ccoe,iškkom,115v.40.1
91ccs,iškkl,41v.5.1
91ccs,iškkl,76v.35.1
91ccs,iškkl,115v.9.1
91ch19,iškcši,17r.5.1
91ch19,iškcši,18r.14.1
91chccoy,iškckkos,31v.8.3
91co,iško,33v.6.1
91co,iško,67r1.3.1
91co,iško,68r2.moon.7
91co,iško,89v1.15.7
91co,iško,104v.9.1
91co,iško,104v.34.1
91co,iško,105r.21.1
91co,iško,106r.47.1
91co,iško,111v.43.1
91co,iško,113r.14.1
91co 89,iško bi,103v.23.1
91co 8an,iško burg,107r.44.1
91co e,iško m,113v.43.1
91co e ham,iško m cuŋg,106v.21.1
91co o e,iško o m,106r.39.1
91co y am,iško s uŋg,69r.4.1
91co79cs,iškofikl,67r2.2nd_ring_12.4
91co8,iškob,113r.18.1
91co89,iškobi,113v.8.1
91coH9,iškogʰi,58v.28.1
91coe,iškom,17v.9.1
91coe,iškom,24r.18.1
91coe,iškom,24v.7.1
91coe,iškom,80v.12.1
91coe,iškom,102r1.7.1
91coe,iškom,104v.13.1
91coe,iškom,104v.30.1
91coe,iškom,106r.33.1
91coe,iškom,108r.34.1
91coe,iškom,114v.32.1
91coe hccAy,iškom ckkk's,112v.23.1
91coh9,iškoci,51v.11.1
91coh9,iškoci,100v.7.1
91cohCoHo,iškocθogʰo,89r2.7.1
91coko,iškoħo,106v.4.1
91coy,iškos,3r.2.1
91coy,iškos,3r.20.1
91coy,iškos,6v.21.1
91coy,iškos,10r.6.1
91coy,iškos,11v.6.1
91coy,iškos,58r.21.2
91coy,iškos,101v2-v1.3.1
91coy,iškos,102r2.2.1
91cs,iškl,115r.21.1
91h9,išci,22v.12.1
91k9,išħi,75r.center_text.7
91kaIs,išħuŋl,105v.31.1
91kam,išħuŋg,3r.6.1
91o,išo,1r.15.1
91o,išo,19v.7.1
91o,išo,23v.3.1
91o p,išo n,29r.9.6
91o8 9,išob i,17r.12.1
91o89,išobi,30r.2.1
91o8am,išobuŋg,51r.6.1
91o9,išoi,19v.6.1
91oCs,išoθl,18v.5.1
91oJ9,išodi,56r.1.6
91oK9,išoji,53v.10.1
91oe,išom,6r.8.1
91oe,išom,6v.7.2
91oe,išom,14r.6.1
91oe,išom,17v.5.1
91oe,išom,18v.7.1
91oe,išom,24v.9.1
91oe,išom,54v.13.1
91oe,išom,93v.10.1
91oe,išom,99v.19.1
91oh,išoc,38r.4.1
91ojoy8*,išohosbn,5v.2.8
91ooj9,išoohi,66v.1.3
91os,išol,6v.7.1
91os,išol,93r.10.1
91os ay,išol us,51r.7.1
91oy,išos,6v.8.1
91oy,išos,9v.11.1
91oy,išos,19v.9.1
91oy,išos,22v.7.1
91oy,išos,23r.5.1
91oy,išos,24r.8.1
91oy,išos,45v.9.1
91oy,išos,86v5.20.1
91oy,išos,93r.28.1
91oy,išos,99r.18.1
91oy,išos,102v2.13.1
91oy,išos,106r.9.1
91oöc9,išo?ki,37v.20.1
921c9,išški,81v.25.5
928ae,išbum,103r.1.9
928an,išburg,103r.3.1
92C7(,išθfi,85r1.34.1
92C8,išθb,115v.12.1
92C9,išθi,26v.9.1
92C9,išθi,43v.11.1
92C9,išθi,53v.5.1
92C9,išθi,77r.39.1
92C9,išθi,79v.36.1
92C94o y ay,išθiño s us,80v.20.1
92Co,išθo,115r.27.1
92Co8,išθob,66r.24.1
92Cs,išθl,79v.31.1
92an,išurg,99r.17.1
92c79,iškfi,94v.3.1
92c89,iškbi,75r.39.1
92c89,iškbi,79v.41.1
92c89,iškbi,80v.24.1
92c89,iškbi,115v.19.1
92c8az,iškburs,31r.15.1
92c9,iški,67r2.3.1
92c9,iški,76r.3.1
92c9,iški,79r.43.1
92c9,iški,86v5.17.7
92c9,iški,103v.33.1
92c9,iški,103v.42.1
92c9,iški,108v.44.1
92c9,iški,113v.49.1
92c9,iški,114v.35.1
92cae89,iškumbi,79r.3.1
92caehaiY,iškumcurs,58r.28.1
92cc89,iškkbi,108v.8.1
92cc89,iškkbi,112r.28.1
92cc9,iškki,104v.39.1
92cc9,iškki,115v.20.1
92cco am,iškko uŋg,113r.29.1
92cco89,iškkobi,105r.7.1
92co,iško,115v.43.1
92co 8 am,iško b uŋg,104r.29.1
92co8,iškob,88v.7.1
92co89,iškobi,106v.10.1
92coH9,iškogʰi,58r.20.1
92coay,iškous,86v5.29.1
92cos,iškol,34v.8.1
92coy,iškos,75r.21.5
92cs9,iškli,112r.41.1
92ds,ištˤl,87r.12.1
92o,išo,6r.14.1
92o,išo,38r.6.1
92o y,išo s,89r1.4.1
92oe,išom,42r.8.1
92oe,išom,90r1.2.1
92oe29,išomši,58r.17.1
92os,išol,34v.11.1
92oy,išos,19r.6.1
92s 2Co,išl šθo,113r.35.1
93c(,iški,105v.37.1
93c89,iškbi,75r.43.1
93cc,iškk,43v.12.1
93coy,iškos,104v.26.1
93csas,išklul,68v2.radial_8.1
94og19,iñohši,105r.26.3
94ohae9,iñocumi,58v.5.6
94ohan,iñocurg,84r.7.3
94os,iñol,rose.center_ring_2.12
95C89,išθbi,105v.12.1
95C9,išθi,86v3.north_5.1
95cc89,iškkbi,86v5.34.5
95cc9,iškki,113v.30.1
95co,iško,89v2.7.1
979,ifi,53v.5.6
979,ifi,69v.2nd_ring.19
97am,ifuŋg,72v1.outer_ring.20
97ay,ifus,102r1.13.1
97e,ifm,18v.4.5
98,ib,36r.8.4
98,ib,37r.4.6
98,ib,45v.3.11
98,ib,89r1.labels_bottom.4
981o89,ibšobi,51r.3.1
981os,ibšol,67r2.2nd_ring_4.1
982,ibš,44r.2.1
989,ibi,2r.3.6
989,ibi,39r.7.10
989,ibi,56v.10.6
989,ibi,82r.23.10
989,ibi,84r.labels_top_2.1
989,ibi,101v2-v1.5.22
98Cae,ibθum,102r2.15.4
98Cs,ibθl,66v.13.1
98aIe,ibuŋm,68v3.spiral_7.1
98ae,ibum,13r.2.5
98ae,ibum,24v.4.1
98aes,ibuml,24v.2.1
98am,ibuŋg,6r.6.7
98am,ibuŋg,14r.3.1
98am,ibuŋg,22r.12.7
98am,ibuŋg,24v.11.1
98am,ibuŋg,29v.9.5
98am,ibuŋg,35v.16.1
98am,ibuŋg,46v.4.1
98am,ibuŋg,53v.3.1
98am,ibuŋg,54v.9.1
98am,ibuŋg,66r.25.1
98am,ibuŋg,67r2.1.3
98am,ibuŋg,67r2.1.5
98am,ibuŋg,89r2.6.4
98am,ibuŋg,102v1.4.3
98am,ibuŋg,113v.37.7
98am,ibuŋg,114r.44.1
98an,iburg,1r.9.2
98an,iburg,13v.8.3
98an,iburg,14v.1.7
98an,iburg,16r.8.2
98an,iburg,33v.1.3
98an,iburg,75r.20.7
98ap,ibun,67r2.2nd_ring_5.6
98ap,ibun,89r1.10.8
98ay,ibus,17r.1.3
98ay,ibus,101r1-r2.8.17
98ayai29,ibusurši,1r.5.6
98az,iburs,17r.2.1
98az,iburs,85r1.22.1
98azoe,ibursom,84v.labels_middle_right.2
98c9,ibki,30r.11.7
98oe9,ibomi,67r2.1.9
98oy,ibos,16r.3.1
99,ii,86v4.5.4
9?,i?,89v2.9.6
9C7,iθf,68v1.outer_ring.7
9Cs,iθl,19v.13.1
9Gho,idco,52r.1.2
9Hc9,igʰki,54v.13.3
9Hc9,igʰki,82v.30.1
9Ho8am,igʰobuŋg,53v.13.1
9Koe,ijom,51v.7.7
9T,il,108v.36.13
9W179,icšfi,46v.1.9
9W189,icšbi,104r.43.4
9Wae89,icumbi,70r2.3rd_ring.8
9Waig9,icurhi,73v.outer_ring.30
9aZ,iuŋs,6r.4.6
9ae,ium,72v3.3rd_ring.11
9ae9,iumi,72v1.3rd_ring.13
9aix,iurs,54v.3.1
9aiy,iurs,115v.42.1
9am,iuŋg,40r.7.1
9am,iuŋg,99v.11.1
9am,iuŋg,101v2-v1.5.1
9am,iuŋg,107r.33.1
9am,iuŋg,114v.41.1
9ay,ius,112r.45.1
9boed9,i?omtˤi,58r.40.1
9c9,iki,105r.2.2
9cC9,ikθi,72v1.outer_ring.2
9chc9,ikcki,69v.2nd_ring.17
9chccs,ikckkl,67r2.2nd_ring_12.6
9cuam,ikħuŋg,79v.39.7
9e,im,34r.1.3
9e,im,105r.5.4
9e*,imn,23v.7.9
9e189,imšbi,80v.34.6
9e1A,imšk',69r.radial_9.3
9e9,imi,103v.27.10
9eay,imus,107r.19.5
9f!c79,iħškfi,85r2.quad_4_4.1
9f1c79,iħškfi,84v.30.5
9f1c89,iħškbi,46r.11.11
9f1c9,iħški,46v.1.6
9f1c9,iħški,65v.4.7
9f1ch9,iħškci,46r.1.6
9f1co8e9,iħškobmi,70r1.radials.8
9f1oy,iħšos,23r.4.7
9fam 9,iħuŋg i,73v.2nd_ring.10
9fan,iħurg,67r2.2nd_ring_12.8
9faz,iħurs,58v.29.8
9fo89,iħobi,34r.1.4
9fo8an,iħoburg,14v.1.2
9foe89,iħombi,33r.1.5
9foeam,iħomuŋg,88v.6.7
9g179,ihšfi,34v.1.8
9g18,ihšb,41r.1.5
9g189,ihšbi,48r.1.2
9g189 e8o,ihšbi mbo,85r1.7.9
9g19,ihši,17r.4.8
9g19,ihši,52r.1.6
9g1C89,ihšθbi,113r.1.2
9g1ay,ihšus,45r.1.8
9g1c*,ihškn,67v1.center_3.4
9g1c889,ihškbbi,105v.1.8
9g1c89,ihškbi,26r.1.6
9g1c89,ihškbi,48v.7.3
9g1c89,ihškbi,114r.4.3
9g1c8g9,ihškbhi,41r.6.7
9g1c9,ihški,21r.1.6
9g1hop,ihšcon,10r.1.7
9g1oe,ihšom,2r.1.2
9g1oe,ihšom,22r.4.6
9g1oe89,ihšombi,102v1.labels_middle.1
9g1oe9,ihšomi,101r1-r2.7.3
9g1oy,ihšos,14v.1.4
9g1sc8s,ihšlkbl,26r.7.5
9g2ayae,ihšusum,70v1.2nd_ring.8
9g2oe9,ihšomi,44r.1.4
9g89279,ihbišfi,46v.1.2
9gaP,ihurn,17r.4.9
9gaY,ihus,58v.1.6
9gaip,ihurn,72v1.4th_ring.8
9gam,ihuŋg,72r3.2nd_ring.8
9gam,ihuŋg,107r.18.10
9gay,ihus,86v5.1.8
9gca?9,ihku?i,101r1-r2.7.10
9go7am,ihofuŋg,106v.32.10
9go8,ihob,17r.1.6
9goe1C9,ihomšθi,73r.outer_ring.5
9h,ic,28v.8.6
9h,ic,34r.15.7
9h,ic,55r.1.5
9h,ic,81v.8.1
9h,ic,103r.5.10
9h,ic,112r.44.4
9h,ic,115v.45.1
9h 2C9,ic šθi,100r.7.5
9h 9,ic i,70r1.2nd_ring.3
9h oy 2c9,ic os ški,68r1.3.1
9h!coy,icškos,45v.8.1
9h1,icš,16r.5.4
9h1*,icšn,34r.7.5
9h16*,icšbn,93r.4.9
9h189,icšbi,34r.9.1
9h189,icšbi,53r.6.7
9h189,icšbi,66r.28.6
9h189,icšbi,68r1.labels_5.4
9h189,icšbi,89r1.12.6
9h189,icšbi,100v.labels_2.3
9h18a,icšbu,rose.neast_ring.23
9h18ay,icšbus,84r.19.1
9h19,icši,3v.8.1
9h19,icši,13r.2.7
9h19,icši,13r.3.8
9h19,icši,16v.3.1
9h19,icši,16v.10.3
9h19,icši,18v.5.2
9h19,icši,20v.9.1
9h19,icši,23r.8.7
9h19,icši,42v.4.7
9h19,icši,44r.4.4
9h19,icši,44r.8.7
9h19,icši,45v.1.6
9h19,icši,50v.11.3
9h19,icši,70r1.radials.2
9h19,icši,86v6.14.1
9h19,icši,93v.4.9
9h19,icši,101r1-r2.1.19
9h19s,icšil,67r2.red_outer_ring.3
9h19s,icšil,67r2.red_outer_ring.15
9h1am,icšuŋg,10r.7.3
9h1c38,icškšb,114r.12.1
9h1c79,icškfi,85r1.25.5
9h1c8,icškb,86v3.center_2.5
9h1c89,icškbi,65v.6.4
9h1c89,icškbi,79r.8.5
9h1c89,icškbi,86v6.8.9
9h1c89,icškbi,95r1.7.1
9h1c89,icškbi,107r.43.5
9h1c89,icškbi,108r.18.4
9h1c89,icškbi,115v.32.1
9h1c8oy,icškbos,104v.11.3
9h1c9,icški,40r.2.5
9h1c9,icški,44r.4.3
9h1c9,icški,67r2.2.5
9h1c9,icški,67r2.2.6
9h1c9,icški,67v1.center_16.1
9h1c9,icški,88v.12.4
9h1c9,icški,107r.42.6
9h1co89,icškobi,53v.6.4
9h1co8an,icškoburg,115v.4.1
9h1coy,icškos,113r.43.1
9h1o,icšo,18v.4.4
9h1o,icšo,21v.7.1
9h1o,icšo,56r.6.1
9h1o,icšo,86v3.center_6.2
9h1o189,icšošbi,100v.labels_2.2
9h1o89,icšobi,37r.9.1
9h1o89,icšobi,52v.12.3
9h1o89,icšobi,53r.7.8
9h1oN,icšog,37v.5.3
9h1oe,icšom,18r.1.4
9h1oe,icšom,18r.4.4
9h1oe,icšom,50v.8.5
9h1oe,icšom,51r.10.1
9h1oe,icšom,89v1.12.2
9h1oe(,icšomi,28v.2.1
9h1oe4A8,icšomñk'b,36v.9.2
9h1ohco,icšocko,49v.26.2
9h1ok19,icšoħši,36v.10.1
9h1os,icšol,67r2.red_outer_ring.2
9h1oy,icšos,11r.6.5
9h1oy,icšos,19r.10.4
9h1oy,icšos,19r.12.1
9h1oy,icšos,56v.8.1
9h2,icš,2r.8.7
9h29,icši,14v.4.4
9h29,icši,36v.8.1
9h2c89,icškbi,66r.3.1
9h2cA e,icškk' m,107r.22.1
9h2coe,icškom,76r.30.5
9h2o,icšo,87v.15.1
9h5c89,icškbi,84r.1.9
9h5oe,icšom,15r.13.1
9h79,icfi,39r.16.5
9h8aiy,icburs,85r1.3.4
9h9,ici,16r.8.3
9h9,ici,16v.12.2
9h9,ici,19r.3.6
9h9,ici,23r.6.4
9h9,ici,36v.8.4
9h9,ici,37r.5.1
9h9,ici,39v.10.5
9h9,ici,45r.10.3
9h9,ici,68r1.sun.1
9h9,ici,70r1.radials.5
9h9,ici,rose.south_ring.30
9h9,ici,rose.north_ring.31
9h9,ici,112r.45.10
9h9,ici,114r.37.6
9h9 k9 89,ici ħi bi,36v.4.2
9h919,iciši,11r.3.5
9h98,icib,89r1.labels_middle.1
9h9ham,icicuŋg,50r.8.1
9h9ho,icico,23r.11.1
9hA,ick',9v.6.8
9hA 8ay,ick' bus,rose.neast_center_2.16
9hAe,ick'm,77v.labels_top_1.2
9hAeaz,ick'murs,113r.2.13
9hAm,ick'ŋg,84v.38.8
9hC19,icθši,26r.9.8
9hC19,icθši,rose.seast_center_8.1
9hC2c89,icθškbi,104r.17.1
9hC79,icθfi,41r.11.2
9hC79,icθfi,72v1.2nd_ring.6
9hC79,icθfi,73r.2nd_ring.6
9hC79,icθfi,84r.18.8
9hC79,icθfi,103r.35.9
9hC79,icθfi,104v.8.6
9hC7an,icθfurg,112v.14.4
9hC7ay,icθfus,31r.7.1
9hC8 an,icθb urg,112v.41.1
9hC89,icθbi,48r.4.4
9hC89,icθbi,66r.4.7
9hC89,icθbi,78r.30.7
9hC89,icθbi,79v.26.1
9hC89,icθbi,81r.4.6
9hC89,icθbi,81v.14.2
9hC89,icθbi,82v.14.1
9hC89,icθbi,84r.10.2
9hC89,icθbi,84v.4.1
9hC89,icθbi,103v.4.7
9hC89,icθbi,112v.43.8
9hC89,icθbi,114r.6.6
9hC89,icθbi,115v.39.3
9hC8ae,icθbum,67r1.outer_ring.4
9hC8am,icθbuŋg,111r.10.1
9hC8e 1c89,icθbm škbi,34r.5.7
9hC9,icθi,2r.13.2
9hC9,icθi,10v.5.2
9hC9,icθi,14r.11.7
9hC9,icθi,17v.20.1
9hC9,icθi,21r.5.1
9hC9,icθi,41v.7.1
9hC9,icθi,48r.8.5
9hC9,icθi,51v.11.3
9hC9,icθi,52r.7.7
9hC9,icθi,58r.6.7
9hC9,icθi,68v1.2nd_ring.19
9hC9,icθi,69r.radial_18.1
9hC9,icθi,69v.radial_28.1
9hC9,icθi,70v2.outer_ring.4
9hC9,icθi,75r.4.3
9hC9,icθi,79r.31.4
9hC9,icθi,79v.22.2
9hC9,icθi,79v.39.2
9hC9,icθi,80r.29.6
9hC9,icθi,82r.17.8
9hC9,icθi,86v6.16.4
9hC9,icθi,86v5.22.2
9hC9,icθi,86v3.west_4.2
9hC9,icθi,89v1.10.1
9hC9,icθi,89v1.10.2
9hC9,icθi,90r1.8.5
9hC9,icθi,99r.12.6
9hC9,icθi,102r2.9.3
9hC9,icθi,102r2.15.1
9hC9,icθi,102v1.4.6
9hC9,icθi,103v.24.1
9hC9,icθi,103v.35.3
9hC9,icθi,104v.33.3
9hC9,icθi,105v.10.1
9hC9,icθi,105v.15.3
9hC9,icθi,108r.13.1
9hC9,icθi,108v.42.4
9hC9,icθi,112v.28.7
9hC9,icθi,112v.28.9
9hC9,icθi,116r.33.2
9hC9hC9,icθicθi,68v1.outer_ring.13
9hCae,icθum,41v.7.3
9hCaeAy,icθumk's,86v6.12.1
9hCaehc9,icθumcki,108v.15.5
9hCay,icθus,73v.2nd_ring.15
9hCc9,icθki,79v.34.1
9hCec9,icθmki,72v3.outer_ring.21
9hCiy,icθrs,70v2.3rd_ring.24
9hCo,icθo,70r2.3.1
9hCo,icθo,86v5.19.2
9hCo,icθo,104r.16.3
9hCo,icθo,105v.21.1
9hCo 8ay ay,icθo bus us,72v3.center_ring.6
9hCo*,icθon,53r.8.7
9hCo1o89,icθošobi,115v.2.1
9hCo79,icθofi,69v.2nd_ring.26
9hCo89,icθobi,41v.3.9
9hCo89,icθobi,48r.1.8
9hCo89,icθobi,58v.29.5
9hCo89,icθobi,58v.38.1
9hCo89,icθobi,66r.6.1
9hCo89,icθobi,66r.23.3
9hCo89,icθobi,67r1.center.6
9hCo89,icθobi,86v3.center_6.5
9hCo89,icθobi,106r.1.11
9hCoe,icθom,90v1.2.7
9hCoe,icθom,101r1-r2.10.8
9hCoe,icθom,102r1.4.2
9hCoe,icθom,102r1.7.5
9hCoe,icθom,108r.23.1
9hCoe,icθom,113r.51.1
9hCoe,icθom,113v.29.1
9hCos,icθol,69r.radial_17.1
9hCos,icθol,105r.7.2
9hCoy,icθos,88v.9.1
9hCoy9,icθosi,73r.2nd_ring.9
9hCs,icθl,67r2.red_outer_ring.1
9hCs,icθl,71r.3rd_ring.19
9hCs,icθl,115v.25.1
9hCs aN,icθl ug,55v.2.6
9hCs1c*,icθlškn,66r.text_bottom.4
9hCsae9,icθlumi,73v.outer_ring.16
9hD,ictˤg,29v.9.7
9ha*,icun,33r.3.11
9ha*,icun,86v3.north_5.7
